"TripSetNo","TripSetPredNo","Date","Quarter","Year","Lat","Lon","SST","PredSpp","Length","Fullness","Argonautidae","Balistidae","BivalviaC","Bramidae","Carangidae","Clupeidae","Coryphaenidae","DecapodaO","Engraulidae","Exocoetidae","Galatheidae","GastropodaC","Gempylidae","Hemiramphidae","Hemisquillidae","Loliginidae","Myctophidae","Nomeidae","Octopodidae","Ommastrephidae","Ostraciidae","Penaeidae","Phosichthyidae","Portunidae","Scombridae","Squillidae","StomatopodaO","Tetraodontidae","Thysanoteuthidae"
1532,1532255,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",796,100,0,0,0,0,0,0,0,0,0,0,31.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532256,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",881,30,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532257,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",823,80,0,0,0,0,0,0,0,0,0,0,49.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532258,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",901,30,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532259,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",876,100,0,0,0,0,0,0,0,0,0,0,31.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532260,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",776,30,0,0,0,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532261,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",850,50,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532262,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",872,40,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1532263,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",858,100,0,0,0,0,0,0,0,0,0,0,12.88,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,1533264,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",1243,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
1533,1533265,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",590,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0
1533,1533266,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",851,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0
1533,1533267,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",915,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0
1533,1533268,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",497,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0
1634,1634269,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",1293,100,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,157.86,0,0,0,0,0,0,0,0
1634,1634270,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",790,10,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1634271,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",819,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0
1634,1634272,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",576,30,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635273,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",649,10,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635274,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",661,10,0,0,0,0,0,0,0,0,0,0,47.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635275,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",567,20,0,0,0,0,0,0,0,0,0,0,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635276,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",658,60,0,0,0,0,0,0,0,0,0,0,54.91,0,0,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,0,0
1635,1635277,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",570,20,0,0,0,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635278,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",625,60,0,0,0,0,0,0,0,0,0,0,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635279,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",634,10,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635280,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",631,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1635281,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",750,20,0,0,0,0,0,0,0,0,0,0,11.53,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0
1635,1635282,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",655,40,0,1.45,0,0,0,0,0,0,0,0,15.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1636283,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",590,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0,0
1636,1636284,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",647,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.81,0,0,0,0,0,0,0,0
1636,1636285,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",690,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
1636,1636286,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",622,40,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,3.93,20.07,0,0,0,0,0,0,0,0
1636,1636287,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",555,10,0,0,0,0,0,0,0,0,0,0,6.86,0,0,0,0,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0
1636,1636288,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",670,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.49,0,0,0,0,0,0,0,0
1636,1636289,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",666,80,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,12.91,0,0,0,0,0,0,0,0
1636,1636290,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",627,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.09,0,0,0,0,0,0,0,0
1636,1636291,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",582,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.33,0,0,0,0,0,0,0,0
1636,1636292,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",621,40,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,30.27,0,0,0,0,0,0,0,0
1636,1636293,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",534,50,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0
1636,1636294,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",633,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0
1636,1636295,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",615,40,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,0
1737,1737296,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",645,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0
1737,1737297,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",777,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.27,0
1737,1737298,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",617,80,0,0,0,0,0,0,50.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07,0
1737,1737299,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",696,80,0,0,0,0,0,0,56.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0
1737,1737300,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",669,60,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,1838301,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",543,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0
1838,1838302,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",572,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0
1838,1838303,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",708,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0
1838,1838304,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",565,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1838,1838305,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",698,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1838,1838306,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",1135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,0,0,0,0,0,0,0,0,0,0,0
1838,1838307,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",827,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0
1939,1939308,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",1157,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
1939,1939309,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",1247,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1939310,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",872,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1939311,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",829,10,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1939312,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",669,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1940,1940313,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1273,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0.01,0
1940,1940314,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1185,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0
1940,1940315,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1231,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0
1940,1940316,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1093,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.89,0,0,0,0,0,0
1940,1940317,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",934,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.7,0,0,0,0,0,0
1940,1940318,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",589,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0
1941,1941319,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",928,20,0,0,0,0,0,0,0,0,0,0,20.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941320,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",938,90,0,0,0,0,0,0,0,0,0,0,135.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941321,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",906,80,0,0,0,0,0,0,0,0,0,0,85.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941322,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",885,50,0,0,0,0,0,0,0,0,0,0,50.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941323,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",823,50,0,0,0,0,0,0,0,0,0,0,41.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941324,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",886,40,0,0,0,0,0,0,0,0,0,0,38.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941325,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",920,40,0,0,0,0,0,0,0,0,0,0,81.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941326,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",797,20,0,0,0,0,0,0,0,0,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941327,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",955,80,0,0,0,0,0,0,0,0,0,0,95.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941328,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",951,20,0,0,0,0,0,0,0,0,0,0,27.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941329,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",866,40,0,0,0,0,0,0,0,0,0,0,46.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,1941330,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",898,90,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,185.96,0,0,0,0
1942,1942331,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1032,30,0,0,0,0,0,0,0,0,0,0,22.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942332,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1113,30,0,0,0,0,0,0,0,0,0,0,36.13,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
1942,1942333,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",972,40,0,0,0,0,0,0,0,0,0,0,53.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942334,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",921,30,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942335,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",922,30,0,0,0,0,0,0,0,0,0,0,39.01,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0
1942,1942336,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",852,40,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0
1942,1942337,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",947,100,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.02,0
1942,1942338,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",924,10,0,0,0,0,0,0,0,0,0,0,42.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942339,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",962,20,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942340,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",930,40,0,0,0,0,0,0,0,0,0,0,42.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942341,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",901,30,0,0,0,0,0,0,0,0,0,0,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942342,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",942,25,0,0,0,0,0,0,0,0,0,0,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942343,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",957,20,0,0,0,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1942344,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",994,60,0,0,0,0,0,0,0,0,0,0,78.74,0,0,0,0,0,0,0,0,0,5.93,0,0,0,0,0,0,0,0
1942,1942345,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1004,20,0,0,0,0,0,0,0,0,0,0,12.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2043346,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",596,5,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2043347,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0
2043,2043348,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",730,80,0,0,0,0,0,0,0,0,0,34.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.1,0,0,0,0
2043,2043349,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",657,80,0,0,0,0,0,0,0,0,0,0,0,0,0,90.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2043350,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",600,5,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2043351,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",619,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,2044352,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",894,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,0,0,0,0,0,0,0,0
2044,2044353,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",820,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0
2044,2044354,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",894,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0
2044,2044355,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1035,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,0,0,0,0,0,0,0,0,0,0,0
2044,2044356,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",879,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,0,0,0,0,0,0,0,0,0,0,0
2044,2044357,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",836,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19,0,0,0,0,0,0,0,0,0,0,0
2044,2044358,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",934,10,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,6.86,0,0,0,0,0,0,0,0,0,0,0
2044,2044359,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1121,5,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0
2044,2044360,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",872,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.93,0,0,0,0,0,0,0,0,0,0,0
2044,2044361,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",910,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0
2044,2044362,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",931,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34,0,0,0,0,0,0,0,0,0,0,0
2044,2044363,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",820,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.91,0,0,0,0,0,0,2,0,0,0,0
2044,2044364,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",895,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.37,0,0,0,0,0,0,0,0,0,0,0
2044,2044365,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",854,20,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,21.37,0,0,0,0,0,0,0,0,0,0,0
2044,2044366,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1094,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48,0,0,0,0,0,0,0,0,0,0,0
2145,2145367,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1113,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.08,0,0,0,0,0,0,0,0,0
2145,2145368,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1132,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.61,0,0,0,0,0,0,0,0,0
2145,2145369,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1066,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.53,0,0,0,0,0,0,0,0,0
2145,2145370,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1137,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,0,0,0,0,0,0,0,0,0
2145,2145371,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1162,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.56,0,0,0,0,0,0,0,0,0
2145,2145372,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",975,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0
2145,2145373,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1137,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01,0,0,0,0,0,0,0,0,0
2145,2145374,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1127,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.72,0,0,0,0,0,0,0,0,0
2145,2145375,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1136,100,0,0,0,0,14.35,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,439.08,0,0,0,0,0,0,0,0,0
2145,2145376,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1047,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87,0,0,0,0,0,0,0,0,0
2145,2145377,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",972,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03,0,0,0,0,0,0,0,0,0
2145,2145378,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1068,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.06,0,0,0,0,0,0,0,0,0
2145,2145379,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",913,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.36,0,0,0,0,0,0,0,0,0
2145,2145380,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1043,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.93,0,0,0,0,0,0,0,0,0
