"TripSetNo","TripSetPredNo","Date","Quarter","Year","Lat","Lon","SST","PredSpp","Length","Fullness","Family","PropW"
2145,2145369,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1066,90,"Ommastrephidae",1
2145,2145370,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1137,70,"Ommastrephidae",1
2145,2145371,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1162,70,"Ommastrephidae",1
2145,2145372,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",975,70,"Ommastrephidae",1
2145,2145373,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1137,20,"Ommastrephidae",1
2145,2145374,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1127,60,"Ommastrephidae",1
2145,2145375,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1136,100,"Carangidae",0.0299
2145,2145375,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1136,100,"Exocoetidae",0.0549
2145,2145375,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1136,100,"Ommastrephidae",0.915150377
2145,2145376,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1047,20,"Ommastrephidae",1
2145,2145377,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",972,20,"Ommastrephidae",1
2145,2145378,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1068,60,"Ommastrephidae",1
2145,2145379,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",913,50,"Ommastrephidae",1
2145,2145380,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1043,70,"Ommastrephidae",1
2246,2246381,"2/10/2005",1,2005,8.9,-99.67,27.22222,"Thunnus albacares",590,5,"Thysanoteuthidae",1
2347,2347382,"1/12/2005",1,2005,8.05,-102.82,27.11111,"Thunnus albacares",890,100,"Scombridae",1
2347,2347383,"1/12/2005",1,2005,8.05,-102.82,27.11111,"Thunnus albacares",840,10,"Exocoetidae",1
2347,2347384,"1/12/2005",1,2005,8.05,-102.82,27.11111,"Thunnus albacares",970,100,"Scombridae",1
2347,2347385,"1/12/2005",1,2005,8.05,-102.82,27.11111,"Thunnus albacares",952,30,"Scombridae",1
2448,2448386,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",612,1,"Galatheidae",1
2448,2448387,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",895,5,"Balistidae",0.280219771
2448,2448387,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",895,5,"Galatheidae",0.719780229
2448,2448388,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",680,20,"Galatheidae",1
2448,2448389,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",740,20,"Galatheidae",1
2448,2448390,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",752,15,"Galatheidae",1
2448,2448391,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",725,15,"Galatheidae",1
2448,2448392,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",715,30,"Galatheidae",0.962164208
2448,2448392,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",715,30,"StomatopodaO",0.0378
2448,2448393,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",665,1,"Galatheidae",1
2448,2448394,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",693,20,"Galatheidae",1
2448,2448395,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",666,10,"Galatheidae",1
2448,2448396,"2/25/2005",1,2005,14.2,-111.7,26.27778,"Thunnus albacares",680,1,"Galatheidae",1
2549,2549397,"1/10/2005",1,2005,7.05,-101.42,27.61111,"Thunnus albacares",824,20,"Ommastrephidae",1
2549,2549398,"1/10/2005",1,2005,7.05,-101.42,27.61111,"Thunnus albacares",1284,10,"Phosichthyidae",1
2549,2549399,"1/10/2005",1,2005,7.05,-101.42,27.61111,"Thunnus albacares",1114,90,"Scombridae",1
2550,2550400,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",780,5,"Phosichthyidae",1
2550,2550401,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",880,5,"Phosichthyidae",1
2550,2550402,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",870,1,"Phosichthyidae",1
2550,2550403,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",830,5,"Phosichthyidae",1
2550,2550404,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",735,10,"Phosichthyidae",1
2550,2550405,"1/28/2005",1,2005,7.48,-102.1,27.44444,"Thunnus albacares",710,10,"Phosichthyidae",1
2651,2651406,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",739,5,"Argonautidae",1
2651,2651407,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",776,5,"Argonautidae",1
2651,2651408,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",672,10,"Argonautidae",1
2651,2651409,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",661,10,"Argonautidae",1
2651,2651410,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",642,5,"Argonautidae",0.479166671
2651,2651410,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",642,5,"StomatopodaO",0.520833329
2651,2651411,"1/29/2005",1,2005,13.73,-100.08,28.88889,"Thunnus albacares",658,5,"Argonautidae",1
2752,2752412,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",1169,1,"Scombridae",1
2752,2752413,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",1277,1,"Bramidae",0.333333333
2752,2752413,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",1277,1,"Gempylidae",0.666666667
2752,2752414,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",986,1,"Phosichthyidae",1
2752,2752415,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",1000,5,"Phosichthyidae",1
2752,2752416,"10/02/2005",4,2005,9,-115.43,31.66667,"Thunnus albacares",975,1,"Bramidae",1
2753,2753417,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",715,80,"Scombridae",1
2753,2753418,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",698,30,"Scombridae",1
2753,2753419,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",693,40,"Scombridae",1
2753,2753420,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",747,1,"Argonautidae",1
2753,2753421,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",567,1,"Exocoetidae",1
2753,2753422,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",946,30,"Scombridae",1
2753,2753423,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",808,1,"Nomeidae",1
2753,2753424,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",777,1,"Scombridae",1
2753,2753425,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",644,70,"Scombridae",1
2753,2753426,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",653,60,"Scombridae",1
2753,2753427,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",737,30,"Scombridae",1
2753,2753428,"10/11/2005",4,2005,8.95,-117.3,28.05556,"Thunnus albacares",726,5,"Scombridae",1
2754,2754429,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",902,30,"Argonautidae",0.0722
2754,2754429,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",902,30,"Phosichthyidae",0.927825261
2754,2754430,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",852,10,"Phosichthyidae",1
2754,2754431,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",622,1,"Phosichthyidae",1
2754,2754432,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",632,1,"Phosichthyidae",1
2754,2754433,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",932,20,"Phosichthyidae",1
2754,2754434,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",613,1,"Phosichthyidae",1
2754,2754435,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",610,1,"Phosichthyidae",1
2754,2754436,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",798,5,"Phosichthyidae",1
2754,2754437,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",940,10,"Phosichthyidae",1
2754,2754438,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",905,15,"Phosichthyidae",1
2754,2754439,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",901,50,"Phosichthyidae",1
2754,2754440,"10/13/2005",4,2005,8.8,-121.38,28.33333,"Thunnus albacares",983,10,"Phosichthyidae",1
2855,2855441,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",552,10,"Galatheidae",1
2855,2855442,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",529,5,"Galatheidae",1
2855,2855443,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",524,20,"Galatheidae",1
2855,2855444,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",521,5,"Galatheidae",1
2855,2855445,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",621,30,"Galatheidae",1
2855,2855446,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",526,100,"Galatheidae",1
2855,2855447,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",530,15,"Galatheidae",1
2855,2855448,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",631,1,"Galatheidae",1
2855,2855449,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",593,10,"Galatheidae",1
2855,2855450,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",529,20,"Galatheidae",1
2855,2855451,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",463,5,"Galatheidae",1
2855,2855452,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",494,5,"Galatheidae",1
2855,2855453,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",496,20,"Galatheidae",1
2855,2855454,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",557,1,"Galatheidae",1
2855,2855455,"8/09/2005",3,2005,22.58,-111.62,27.16667,"Thunnus albacares",610,30,"Galatheidae",1
2856,2856456,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",726,40,"Galatheidae",0.0896
2856,2856456,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",726,40,"Ommastrephidae",0.910421021
2856,2856457,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",756,60,"Ommastrephidae",1
2856,2856458,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",762,40,"Ommastrephidae",1
2856,2856459,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",764,70,"Galatheidae",0.591281043
2856,2856459,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",764,70,"Ommastrephidae",0.408718957
2856,2856460,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",739,50,"Galatheidae",1
2856,2856461,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",746,40,"Galatheidae",1
2856,2856462,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",739,50,"Ommastrephidae",1
2856,2856463,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",728,40,"Galatheidae",1
2856,2856464,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",746,70,"Ommastrephidae",1
2856,2856465,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",727,30,"Galatheidae",1
2856,2856466,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",738,50,"DecapodaO",0.0129
2856,2856466,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",738,50,"Ommastrephidae",0.987095664
2856,2856467,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",734,40,"Galatheidae",0.779488592
2856,2856467,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",734,40,"Ommastrephidae",0.220511408
2856,2856468,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",718,80,"Galatheidae",0.0582
2856,2856468,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",718,80,"Ommastrephidae",0.941809567
2856,2856469,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",740,30,"Galatheidae",1
2856,2856470,"8/12/2005",3,2005,25.45,-112.47,23,"Thunnus albacares",739,40,"Galatheidae",1
2857,2857471,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",743,100,"Argonautidae",0.106060602
2857,2857471,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",743,100,"Galatheidae",0.0589
2857,2857471,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",743,100,"Loliginidae",0.83501684
2857,2857472,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",717,80,"Galatheidae",1
2857,2857473,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",729,70,"Galatheidae",0.430675919
2857,2857473,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",729,70,"Loliginidae",0.569324081
2857,2857474,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",721,100,"Galatheidae",1
2857,2857475,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",743,80,"Galatheidae",1
2857,2857476,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",732,80,"Galatheidae",1
2857,2857477,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",730,80,"Loliginidae",1
2857,2857478,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",723,100,"Galatheidae",1
2857,2857479,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",747,100,"Galatheidae",1
2857,2857480,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",738,90,"Galatheidae",1
2857,2857481,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",740,80,"Loliginidae",1
2857,2857482,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",756,5,"Galatheidae",1
2857,2857483,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",711,100,"Galatheidae",0.00724
2857,2857483,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",711,100,"Loliginidae",0.992756772
2857,2857484,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",727,80,"Galatheidae",1
2857,2857485,"8/15/2005",3,2005,25.82,-112.8,24.55556,"Thunnus albacares",698,70,"Galatheidae",1
2858,2858486,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",752,50,"Galatheidae",1
2858,2858487,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",739,30,"Galatheidae",1
2858,2858488,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",742,10,"Galatheidae",1
2858,2858489,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",514,15,"Ommastrephidae",1
2858,2858490,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",508,15,"Ommastrephidae",1
2858,2858491,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",749,10,"Galatheidae",1
2858,2858492,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",747,20,"Galatheidae",1
2858,2858493,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",801,50,"Galatheidae",0.993300852
2858,2858493,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",801,50,"Penaeidae",0.0067
2858,2858494,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",504,10,"Ommastrephidae",1
2858,2858495,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",732,60,"Galatheidae",1
2858,2858496,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",756,50,"Galatheidae",1
2858,2858497,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",741,50,"Galatheidae",1
2858,2858498,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",769,50,"Galatheidae",0.721114835
2858,2858498,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",769,50,"Ommastrephidae",0.278885165
2858,2858499,"8/22/2005",3,2005,26,-113.15,24.66667,"Thunnus albacares",764,15,"Ommastrephidae",1
2959,2959500,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",978,1,"Galatheidae",1
2959,2959501,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",1205,5,"Galatheidae",1
2959,2959502,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",1081,1,"Galatheidae",1
2959,2959503,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",1003,1,"Galatheidae",1
2959,2959504,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",892,1,"Galatheidae",1
2959,2959505,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",871,1,"Galatheidae",1
2959,2959506,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",922,1,"Galatheidae",1
2959,2959507,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",1063,1,"Galatheidae",1
2959,2959508,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",933,1,"Galatheidae",1
2959,2959509,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",1005,1,"Galatheidae",1
2959,2959510,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",994,1,"Galatheidae",1
2959,2959511,"10/06/2005",4,2005,10.23,-117.58,27.11111,"Thunnus albacares",927,1,"Galatheidae",1
3060,3060512,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",785,30,"Clupeidae",0.641051167
3060,3060512,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",785,30,"Loliginidae",0.0916
3060,3060512,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",785,30,"Scombridae",0.267370098
3060,3060513,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",774,5,"Coryphaenidae",1
3060,3060514,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",693,1,"Carangidae",0.729927005
3060,3060514,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",693,1,"Galatheidae",0.270072995
3060,3060515,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",762,1,"Galatheidae",1
3060,3060516,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",765,1,"Phosichthyidae",1
3060,3060517,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",786,5,"Carangidae",1
3060,3060518,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",798,5,"Scombridae",1
3060,3060519,"9/24/2005",3,2005,25.75,-113.12,25.55556,"Thunnus albacares",652,20,"Galatheidae",1
3161,3161520,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",978,1,"Scombridae",1
3161,3161521,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",934,1,"Scombridae",1
3161,3161522,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",956,40,"Scombridae",1
3161,3161523,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",968,1,"Scombridae",1
3161,3161524,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",887,1,"Scombridae",1
3161,3161525,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1001,30,"Scombridae",1
3161,3161526,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1043,40,"Scombridae",1
3161,3161527,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1013,5,"Scombridae",1
3161,3161528,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1085,1,"Scombridae",1
3161,3161529,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1013,70,"Scombridae",0.501335705
3161,3161529,"10/21/2005",4,2005,9.03,-117.87,27.83333,"Thunnus albacares",1013,70,"Thysanoteuthidae",0.498664295
3162,3162530,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",859,50,"Scombridae",1
3162,3162531,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",971,70,"Galatheidae",0.484536072
3162,3162531,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",971,70,"Phosichthyidae",0.515463928
3162,3162532,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1092,20,"Galatheidae",1
3162,3162533,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1027,80,"Scombridae",1
3162,3162534,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1068,70,"Galatheidae",0.184672202
3162,3162534,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1068,70,"Phosichthyidae",0.815327798
3162,3162535,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1067,40,"Galatheidae",1
3162,3162536,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1052,5,"Galatheidae",1
3162,3162537,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1074,5,"Galatheidae",1
3162,3162538,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",957,60,"Galatheidae",1
3162,3162539,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1087,20,"Galatheidae",1
3162,3162540,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1010,30,"Galatheidae",1
3162,3162541,"11/03/2005",4,2005,10.45,-112.35,27.88889,"Thunnus albacares",1047,40,"Galatheidae",1
3263,3263542,"10/19/2005",4,2005,9.08,-122.13,26.66667,"Thunnus albacares",863,1,"Phosichthyidae",1
3263,3263543,"10/19/2005",4,2005,9.08,-122.13,26.66667,"Thunnus albacares",719,5,"Phosichthyidae",1
3263,3263544,"10/19/2005",4,2005,9.08,-122.13,26.66667,"Thunnus albacares",565,1,"Phosichthyidae",1
3263,3263545,"10/19/2005",4,2005,9.08,-122.13,26.66667,"Thunnus albacares",554,1,"Phosichthyidae",1
3263,3263546,"10/19/2005",4,2005,9.08,-122.13,26.66667,"Thunnus albacares",576,1,"Phosichthyidae",1
3264,3264547,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",920,50,"Hemiramphidae",0.0476
3264,3264547,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",920,50,"Scombridae",0.952380952
3264,3264548,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",895,20,"Hemiramphidae",0.25
3264,3264548,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",895,20,"Scombridae",0.75
3264,3264549,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",897,40,"Hemiramphidae",0.161764706
3264,3264549,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",897,40,"Scombridae",0.838235294
3264,3264550,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",869,60,"Clupeidae",0.0982
3264,3264550,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",869,60,"Hemiramphidae",0.142857143
3264,3264550,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",869,60,"Scombridae",0.758928571
3264,3264551,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",892,30,"Scombridae",1
3264,3264552,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",931,70,"Hemiramphidae",0.0424
3264,3264552,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",931,70,"Scombridae",0.957575758
3264,3264553,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",785,30,"Hemiramphidae",0.114754098
3264,3264553,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",785,30,"Scombridae",0.885245902
3264,3264554,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",896,90,"Hemiramphidae",0.0169
3264,3264554,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",896,90,"Scombridae",0.983050847
3264,3264555,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",923,30,"Scombridae",1
3264,3264556,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",793,40,"Hemiramphidae",0.166666667
3264,3264556,"10/28/2005",4,2005,10,-104.62,27.22222,"Thunnus albacares",793,40,"Scombridae",0.833333333
3365,3365557,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",550,30,"Ommastrephidae",0.146341463
3365,3365557,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",550,30,"Phosichthyidae",0.731707317
3365,3365557,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",550,30,"Scombridae",0.12195122
3365,3365558,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",618,10,"Ommastrephidae",0.428571429
3365,3365558,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",618,10,"Phosichthyidae",0.571428571
3365,3365559,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",574,10,"Ommastrephidae",0.458333333
3365,3365559,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",574,10,"Phosichthyidae",0.541666667
3365,3365560,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",626,20,"Phosichthyidae",1
3365,3365561,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",696,30,"Phosichthyidae",1
3365,3365562,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",895,30,"Ommastrephidae",0.125
3365,3365562,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",895,30,"Phosichthyidae",0.875
3365,3365563,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",583,40,"Ommastrephidae",0.157894737
3365,3365563,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",583,40,"Phosichthyidae",0.842105263
3365,3365564,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",536,20,"Ommastrephidae",0.757575758
